"Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Trimestre (Código)","Trimestre","Variável (Código)","Variável"
"3","Unidade da Federação","2","%",6.9,"35","São Paulo","202304","4º trimestre 2023","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.2,"35","São Paulo","202304","4º trimestre 2023","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.6,"35","São Paulo","202304","4º trimestre 2023","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.7,"35","São Paulo","202304","4º trimestre 2023","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.2,"35","São Paulo","202304","4º trimestre 2023","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.4,"35","São Paulo","202304","4º trimestre 2023","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.8,"35","São Paulo","202304","4º trimestre 2023","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.3,"35","São Paulo","202304","4º trimestre 2023","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.4,"35","São Paulo","202401","1º trimestre 2024","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.6,"35","São Paulo","202401","1º trimestre 2024","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.7,"35","São Paulo","202401","1º trimestre 2024","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.9,"35","São Paulo","202401","1º trimestre 2024","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",11.2,"35","São Paulo","202401","1º trimestre 2024","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.8,"35","São Paulo","202401","1º trimestre 2024","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.3,"35","São Paulo","202401","1º trimestre 2024","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.5,"35","São Paulo","202401","1º trimestre 2024","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.4,"35","São Paulo","202402","2º trimestre 2024","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4,"35","São Paulo","202402","2º trimestre 2024","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.8,"35","São Paulo","202402","2º trimestre 2024","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.5,"35","São Paulo","202402","2º trimestre 2024","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.9,"35","São Paulo","202402","2º trimestre 2024","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3,"35","São Paulo","202402","2º trimestre 2024","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.2,"35","São Paulo","202402","2º trimestre 2024","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3,"35","São Paulo","202402","2º trimestre 2024","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6,"35","São Paulo","202403","3º trimestre 2024","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4,"35","São Paulo","202403","3º trimestre 2024","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.4,"35","São Paulo","202403","3º trimestre 2024","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.5,"35","São Paulo","202403","3º trimestre 2024","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.1,"35","São Paulo","202403","3º trimestre 2024","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.4,"35","São Paulo","202403","3º trimestre 2024","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",12.3,"35","São Paulo","202403","3º trimestre 2024","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.1,"35","São Paulo","202403","3º trimestre 2024","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.4,"17","Tocantins","201201","1º trimestre 2012","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.4,"17","Tocantins","201201","1º trimestre 2012","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",16.8,"17","Tocantins","201201","1º trimestre 2012","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.5,"17","Tocantins","201201","1º trimestre 2012","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.6,"17","Tocantins","201201","1º trimestre 2012","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.2,"17","Tocantins","201201","1º trimestre 2012","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",22.4,"17","Tocantins","201201","1º trimestre 2012","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.6,"17","Tocantins","201201","1º trimestre 2012","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.8,"17","Tocantins","201202","2º trimestre 2012","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7,"17","Tocantins","201202","2º trimestre 2012","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.9,"17","Tocantins","201202","2º trimestre 2012","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.4,"17","Tocantins","201202","2º trimestre 2012","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.8,"17","Tocantins","201202","2º trimestre 2012","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.5,"17","Tocantins","201202","2º trimestre 2012","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",20.4,"17","Tocantins","201202","2º trimestre 2012","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.9,"17","Tocantins","201202","2º trimestre 2012","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.3,"17","Tocantins","201203","3º trimestre 2012","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.8,"17","Tocantins","201203","3º trimestre 2012","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.5,"17","Tocantins","201203","3º trimestre 2012","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.3,"17","Tocantins","201203","3º trimestre 2012","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.8,"17","Tocantins","201203","3º trimestre 2012","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.5,"17","Tocantins","201203","3º trimestre 2012","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",19.6,"17","Tocantins","201203","3º trimestre 2012","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.7,"17","Tocantins","201203","3º trimestre 2012","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.7,"17","Tocantins","201204","4º trimestre 2012","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.3,"17","Tocantins","201204","4º trimestre 2012","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",16,"17","Tocantins","201204","4º trimestre 2012","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.7,"17","Tocantins","201204","4º trimestre 2012","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.6,"17","Tocantins","201204","4º trimestre 2012","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.8,"17","Tocantins","201204","4º trimestre 2012","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",22.3,"17","Tocantins","201204","4º trimestre 2012","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.8,"17","Tocantins","201204","4º trimestre 2012","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.3,"17","Tocantins","201301","1º trimestre 2013","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7,"17","Tocantins","201301","1º trimestre 2013","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",17.3,"17","Tocantins","201301","1º trimestre 2013","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.4,"17","Tocantins","201301","1º trimestre 2013","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",16,"17","Tocantins","201301","1º trimestre 2013","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.9,"17","Tocantins","201301","1º trimestre 2013","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",23.4,"17","Tocantins","201301","1º trimestre 2013","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.3,"17","Tocantins","201301","1º trimestre 2013","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.3,"17","Tocantins","201302","2º trimestre 2013","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.8,"17","Tocantins","201302","2º trimestre 2013","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",15.9,"17","Tocantins","201302","2º trimestre 2013","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.2,"17","Tocantins","201302","2º trimestre 2013","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.7,"17","Tocantins","201302","2º trimestre 2013","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.9,"17","Tocantins","201302","2º trimestre 2013","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",21.8,"17","Tocantins","201302","2º trimestre 2013","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.2,"17","Tocantins","201302","2º trimestre 2013","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.2,"17","Tocantins","201303","3º trimestre 2013","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.7,"17","Tocantins","201303","3º trimestre 2013","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.5,"17","Tocantins","201303","3º trimestre 2013","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.1,"17","Tocantins","201303","3º trimestre 2013","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.7,"17","Tocantins","201303","3º trimestre 2013","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.4,"17","Tocantins","201303","3º trimestre 2013","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",21.3,"17","Tocantins","201303","3º trimestre 2013","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.4,"17","Tocantins","201303","3º trimestre 2013","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.5,"17","Tocantins","201304","4º trimestre 2013","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.8,"17","Tocantins","201304","4º trimestre 2013","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.3,"17","Tocantins","201304","4º trimestre 2013","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.5,"17","Tocantins","201304","4º trimestre 2013","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.4,"17","Tocantins","201304","4º trimestre 2013","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6,"17","Tocantins","201304","4º trimestre 2013","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",20.6,"17","Tocantins","201304","4º trimestre 2013","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.6,"17","Tocantins","201304","4º trimestre 2013","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.6,"17","Tocantins","201401","1º trimestre 2014","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.4,"17","Tocantins","201401","1º trimestre 2014","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.4,"17","Tocantins","201401","1º trimestre 2014","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.8,"17","Tocantins","201401","1º trimestre 2014","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.4,"17","Tocantins","201401","1º trimestre 2014","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.5,"17","Tocantins","201401","1º trimestre 2014","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",19.9,"17","Tocantins","201401","1º trimestre 2014","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.3,"17","Tocantins","201401","1º trimestre 2014","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.8,"17","Tocantins","201402","2º trimestre 2014","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.4,"17","Tocantins","201402","2º trimestre 2014","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.7,"17","Tocantins","201402","2º trimestre 2014","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.6,"17","Tocantins","201402","2º trimestre 2014","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",12.6,"17","Tocantins","201402","2º trimestre 2014","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.9,"17","Tocantins","201402","2º trimestre 2014","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",18.1,"17","Tocantins","201402","2º trimestre 2014","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.9,"17","Tocantins","201402","2º trimestre 2014","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.7,"17","Tocantins","201403","3º trimestre 2014","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.2,"17","Tocantins","201403","3º trimestre 2014","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.6,"17","Tocantins","201403","3º trimestre 2014","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.4,"17","Tocantins","201403","3º trimestre 2014","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.1,"17","Tocantins","201403","3º trimestre 2014","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.3,"17","Tocantins","201403","3º trimestre 2014","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",19.7,"17","Tocantins","201403","3º trimestre 2014","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.9,"17","Tocantins","201403","3º trimestre 2014","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.4,"17","Tocantins","201404","4º trimestre 2014","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.6,"17","Tocantins","201404","4º trimestre 2014","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",15.4,"17","Tocantins","201404","4º trimestre 2014","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.3,"17","Tocantins","201404","4º trimestre 2014","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.4,"17","Tocantins","201404","4º trimestre 2014","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5,"17","Tocantins","201404","4º trimestre 2014","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",21.7,"17","Tocantins","201404","4º trimestre 2014","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.1,"17","Tocantins","201404","4º trimestre 2014","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.9,"17","Tocantins","201501","1º trimestre 2015","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.8,"17","Tocantins","201501","1º trimestre 2015","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",15.7,"17","Tocantins","201501","1º trimestre 2015","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.1,"17","Tocantins","201501","1º trimestre 2015","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",15.4,"17","Tocantins","201501","1º trimestre 2015","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.3,"17","Tocantins","201501","1º trimestre 2015","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",21.7,"17","Tocantins","201501","1º trimestre 2015","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.2,"17","Tocantins","201501","1º trimestre 2015","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.7,"17","Tocantins","201502","2º trimestre 2015","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.6,"17","Tocantins","201502","2º trimestre 2015","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.9,"17","Tocantins","201502","2º trimestre 2015","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.3,"17","Tocantins","201502","2º trimestre 2015","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",12.9,"17","Tocantins","201502","2º trimestre 2015","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
